전송사업자코드,전송사업자명,공연시설코드,시설특성,개관연도,주소,나이대,편의시설_레스토랑 여부,편의시설_카페 여부,편의시설_편의점 여부,편의시설_놀이방 여부,편의시설_수유실 여부,장애인시설_주차장 여부,장애인시설_화장실 여부,장애인시설_경사로 여부,장애인시설_전용엘리베이터 여부,주차시설_자체 여부,주차시설_공영 여부,공연장코드,좌석수,장애인석,무대시설_오케스트라피트 여부,무대시설_연습실 여부,무대시설_분장실 여부,무대시설_무대넓이,공연코드,공연회차,공연일시,입장권고유번호,예매/취소일시,예매/취소구분,예매/취소매수,예매/취소금액,예매/취소방식코드,예매/취소방식명(관리시스템),예매/취소방식명(전송처),결제수단코드,결제수단명(관리시스템),결제수단명(전송처),할인금액,할인종류코드,할인종류명(관리시스템),할인종류명(전송처),장당금액,성별,연령,공연시작일자,공연종료일자,소요시간,장르명,세부장르명,공연지역명,출연진내용,제작진내용,기획제작사명,원작자명,극작가명,수상실적,관람연령,아동공연 여부,축제 여부,내한공연 여부,오픈런 여부,판매시작일시,판매종료일시,좌석등급,단독판매여부,판매좌석수,판매페이지URL,공연일시_연,공연일시_월,공연일시_요일,공연기간,공휴일_기념일_여부,시설특성공공(기타),시설특성공공(문예회관),시설특성국립,시설특성기타(비공연장),시설특성민간(대학로 외),시설특성민간(대학로),성별0,성별1,성별2,공연지속률,공연거래빈도
SE000431,강릉단오제전수교육관,FC222567,공공(문예회관),2004.0,강원도 강릉시 단오장길 1 (노암동) 강릉단오제전수교육관,2,0,0,0,0,0,1,1,1,1,1,0,FC222567-01,453,N,0,0,1,13X12,PF313919,1,2022-06-25 17:00:00,498301,2022-05-25 11:07,1,1,0,1,웹,웹,1,현금,현금,0,99,기타,,0,1,30,2022-06-25,2022-06-25,1시간,국악,연희혼합,강원도,"박종승, 김시원, 함영호, 함종식, 전상만, 김재현, 김혁기 등",김운석,(사)중요무형문화재 강릉단오제보존회(주최),,,,,0,0,0,0,2022/05/25 09:00:00,2022/06/25 23:59:00,전석무료(0),0,284,http://dano.moonhwain.net/?p_idx=701,2022,6,5,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0027397260273972603,146
SE000201,인터파크,FC222049,공공(문예회관),2005.0,부산광역시 북구 금곡대로46번길 50 (덕천동) ,2,1,0,1,0,0,1,0,0,0,1,0,FC222049-01,345,4,0,1,1,151,PF314612,1,2022-06-30 19:30:00,T1966963110,2022-06-20 16:42,1,1,20000,99,기타,티켓모바일웹,99,기타,카카오페이(카카오머니),0,99,기타,,20000,2,23,2022-06-30,2022-07-03,1시간 30분,연극,연극,경상도,"고명현, 마소율, 이권아, 김예빈, 양문창, 김세찬, 장형우 등","이상우, 박성준, 고명현 등","부산북구문화예술회관(주최), 부산북구문화예술회관(주관), 극단 해풍(주최), 극단 해풍(주관)",정광모,이상우(각색),,만 10세 이상,0,0,0,0,2022/05/27 00:00:00,2022/06/30 17:30:00,전석(30000),0,170석,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=22006654,2022,6,3,4,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.010958904109589041,74
SE000325,김정문화회관(서귀포),FC222137,공공(기타),2003.0,제주특별자치도 서귀포시 김정문화로 32 (강정동) ,0,1,1,1,0,0,1,1,0,1,1,0,FC222137-01,330,3,0,1,1,216,PF315497,1,2022-06-25 17:00:00,98651,2022-06-21 10:03,1,1,0,1,웹,웹,1,현금,현금,0,99,기타,,0,0,2023,2022-06-25,2022-06-25,1시간,클래식,기악,제주도,,,"김정문화회관(주최), 김정문화회관(주관), 오퍼커션앙상블(주최), 오퍼커션앙상블(주관)",,,,전체 관람가,0,0,0,0,2022/06/21 10:00:00,2022/06/25 23:59:00,전석무료(0),1,360석,https://eticket.seogwipo.go.kr/openos/concert/concertDetail.do?facilityGroupCode=7&productCode=C410001034,2022,6,5,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0027397260273972603,346
SE000435,광산문화예술회관,FC222061,공공(문예회관),2002.0,광주광역시 광산구 광산로68번길 13 (송정동) ,0,0,0,0,0,0,0,0,0,0,1,0,FC222061-01,548,6,0,1,1,297,PF314910,1,2022-06-24 19:30:00,23812,2022-06-13 13:35,1,1,0,1,웹,웹,1,현금,현금,0,99,기타,,0,0,2023,2022-06-24,2022-06-24,1시간,오페라,오페라,전라도,"나혜숙, 박수연, 박하영, 김지영, 노선진, 윤혜정, 권효진 등","이한나, 유형민, 최철 등","더싱어즈(주최), 광산문화예술회관(주최), 더싱어즈(주관), 광산문화예술회관(주관)",,,,만 7세 이상,0,0,0,0,2022/06/13 13:00:00,2022/06/24 23:59:00,전석무료(0),0,300,http://art.gwangsan.go.kr,2022,6,4,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0027397260273972603,212
SE000332,위메프,FC222370,공공(문예회관),2012.0,인천광역시 중구 축항대로296번길 81 (신흥동3가) (신흥동 3가 39-24),0,0,0,0,0,0,1,0,0,0,1,0,FC222370-01,638,8,0,0,0,,PF315586,1,2022-06-25 11:00:00,W2219957733001,2022-06-23 09:25,1,1,15000,2,모바일,모바일,2,카드,신용카드,0,99,기타,N,15000,0,2023,2022-06-25,2022-06-25,50분,뮤지컬,뮤지컬,경기도,,,"지니아트랩(제작사), 딴(기획사)",,,,24개월 이상,1,0,0,0,2022/06/18 00:00:00,2022/06/25 08:00:00,전석(40000),0,30,/product/3000007907,2022,6,5,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0027397260273972603,9
SE000201,인터파크,FC222370,공공(문예회관),2012.0,인천광역시 중구 축항대로296번길 81 (신흥동3가) (신흥동 3가 39-24),2,0,0,0,0,0,1,0,0,0,1,0,FC222370-01,638,8,0,0,0,,PF315399,1,2022-06-25 11:00:00,T1966678770,2022-06-20 09:01,1,1,15000,99,기타,티켓모바일웹,99,기타,카카오페이(카드),0,99,기타,,15000,2,36,2022-06-15,2022-06-25,50분,뮤지컬,뮤지컬,경기도,,,"지니아트랩(제작사), 딴(기획사)",,,,24개월 이상,1,0,0,0,2022/06/16 00:00:00,2022/06/24 17:00:00,전석(40000),0,126석,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=22007664,2022,6,5,11,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.030136986301369864,241
SE000102,티켓링크,FC222234,민간(대학로 외),2006.0,서울특별시 송파구 올림픽로 240 (잠실동) 롯데쇼핑 ㈜ 롯데시네마 샤롯데시어터,0,0,1,0,0,0,1,1,0,0,1,0,FC222234-01,1230,13,0,1,1,,PF301651,1,2022-06-21 19:30:00,1430821629_1,2022-05-25 00:12,1,1,150000,99,기타,공연장/구단 모바일 웹,4,무통장,무통장입금,0,99,기타,,150000,0,2023,2022-05-28,2022-08-15,3시간,뮤지컬,뮤지컬,서울,"옥주현, 김성식, 이홍기, 이창섭, 윤소호, 최민철, 김바울 등","엄홍현, 김지원, 권은아 등","EMK엔터테인먼트(주최), (주)카카오엔터테인먼트 (구. 카카오엠)(주최), SBS(주최), (주)EMK뮤지컬컴퍼니(제작사)",,,,만 7세 이상,0,0,0,0,2022/05/10 14:00:00,2022/06/21 16:30:00,,0,1석,http://www.ticketlink.co.kr/product/38201,2022,6,1,80,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.2191780821917808,31761
SE000102,티켓링크,FC222737,공공(문예회관),1996.0,경상북도 경산시 계양로 28 (계양동) ,3,0,0,0,0,0,1,1,0,0,1,0,FC222737-01,730,8,0,1,1,245,PF315514,1,2022-06-21 19:30:00,1431754482_1,2022-06-15 12:00,1,1,0,2,모바일,티켓링크앱,1,현금,현금,0,99,기타,,0,2,53,2022-06-21,2022-06-21,1시간 20분,클래식,성악,경상도,"윤동찬, 강현수, 이영애, 박선영, 박진아 등",,"경산시립합창단(주관), 경산시(주최)",,,,만 7세 이상,0,0,0,0,2022/06/15 12:00:00,2022/06/20 12:00:00,전석무료(0),1,1석,http://www.ticketlink.co.kr/product/39014,2022,6,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0027397260273972603,538
SE000422,경산시민회관,FC222737,공공(문예회관),1996.0,경상북도 경산시 계양로 28 (계양동) ,2,0,0,0,0,0,1,1,0,0,1,0,FC222737-01,730,8,0,1,1,245,PF315341,1,2022-06-29 19:00:00,112727,2022-06-18 17:01,1,1,0,1,웹,웹,1,현금,현금,0,99,기타,,0,2,41,2022-06-29,2022-06-29,1시간 40분,클래식,기악,경상도,,,"문화체육관광부(주최), 한국문화예술회관연합회(KoCACA)(주관), 경산시(주최), 경산시시민회관(주관)",,,,전체 관람가,0,0,0,0,2022/06/20 09:00:00,2022/06/29 23:59:00,전석무료(0),0,722,http://gbgs.moonhwain.net/?p_idx=149,2022,6,2,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0027397260273972603,718
SE000201,인터파크,FC222748,민간(대학로),1987.0,서울특별시 종로구 창경궁로35길 21 (혜화동) ,2,0,0,0,0,0,0,0,0,0,0,0,FC222748-01,80,N,0,0,1,6.86X7.32,PF314093,1,2022-06-25 15:00:00,T1968813990,2022-06-23 09:06,1,1,20000,99,기타,티켓어플 안드로이드,2,카드,신용카드,0,99,기타,,20000,1,33,2022-06-23,2022-07-10,1시간 35분,연극,연극,서울,"공찬호, 이원재, 오순태, 김민경, 이주한, 장유리, 한동희 등","박민수, 정태민, 전재현 등","극단 달팽이주파수(제작사), 극단 달팽이주파수(주최)",윤기훈,"이원재(각색), 송천영(드라마터그)",,만 10세 이상,0,0,0,0,2022/06/02 00:00:00,2022/06/24 17:00:00,전석(40000),0,35석,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=22007043,2022,6,5,18,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.049315068493150684,9
SE000451,해운대문화회관,FC222054,공공(문예회관),2007.0,부산광역시 해운대구 양운로 97 (좌동) ,0,0,1,0,1,1,1,1,0,0,1,0,FC222054-01,458,5,0,1,1,329,PF313346,1,2022-06-22 19:30:00,36782,2022-05-13 14:09,1,1,6000,2,모바일,모바일,2,카드,카드,0,99,기타,,6000,0,2023,2022-06-22,2022-06-22,1시간 10분,국악,연희혼합,경상도,"김영준, 박소현, 김진희, 황미정, 김현수, 고보성 등",김영준,해운대문화회관(주최),,,,8세 이상,0,0,0,0,2022/05/13 14:00:00,2022/06/22 19:30:00,전석(10000),0,354,http://www.haeundae.go.kr/culture,2022,6,2,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0027397260273972603,137
SE000451,해운대문화회관,FC222054,공공(문예회관),2007.0,부산광역시 해운대구 양운로 97 (좌동) ,0,0,1,0,1,1,1,1,0,0,1,0,FC222054-01,458,5,0,1,1,329,PF313973,1,2022-06-28 19:30:00,37142,2022-05-25 09:47,1,1,20000,3,현장,현장,1,현금,현금,0,99,기타,,20000,0,2023,2022-06-28,2022-06-28,1시간 20분,오페라,오페라,경상도,"김성민, 허종훈, 이연진, 김경미, 유지훈, 톨마쵸바 옥사나, 김경태",,"문화체육관광부(주최), 해운대문화회관(주관), 한국문화예술회관연합회(KoCACA)(주관), 예술기획 젬마(주관)",,,,만 7세 이상,0,0,0,0,2022/05/25 10:00:00,2022/06/28 19:30:00,전석(10000),0,343,http://www.haeundae.go.kr/culture,2022,6,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0027397260273972603,425
SE000451,해운대문화회관,FC222054,공공(문예회관),2007.0,부산광역시 해운대구 양운로 97 (좌동) ,0,0,1,0,1,1,1,1,0,0,1,0,FC222054-01,458,5,0,1,1,329,PF313294,1,2022-06-29 19:30:00,36787,2022-05-13 14:07,1,1,5000,2,모바일,모바일,2,카드,카드,0,99,기타,,5000,0,2023,2022-06-29,2022-06-29,1시간 10분,국악,연희혼합,경상도,"박재진, 김민승, 서혜리, 이명일, 이효빈, 구민영, 최유리 등",,해운대문화회관(주최),,,,만 7세 이상,0,0,0,0,2022/05/13 14:00:00,2022/06/29 19:30:00,전석(10000),0,354,http://www.haeundae.go.kr/culture,2022,6,2,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0027397260273972603,283
SE000451,해운대문화회관,FC222054,공공(문예회관),2007.0,부산광역시 해운대구 양운로 97 (좌동) ,0,0,1,0,1,1,1,1,0,0,1,0,FC222054-01,458,5,0,1,1,329,PF314532,1,2022-06-30 19:30:00,37563,2022-06-03 11:10,1,1,24000,2,모바일,모바일,2,카드,카드,0,99,기타,,24000,0,2023,2022-06-30,2022-06-30,1시간 20분,클래식,기악,경상도,"이응광, 안두현, 박영성 등",,"한국문화예술위원회(주최), 해운대문화회관(주최), 한국문화예술위원회(주관), (주)봄아트프로젝트(주관)",,,,만 7세 이상,0,0,0,0,2022/06/03 10:00:00,2022/06/30 19:30:00,"1층석(30000), 2층석(20000)",0,408,http://www.haeundae.go.kr/culture,2022,6,3,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0027397260273972603,397
SE000201,인터파크,FC223288,민간(대학로 외),1993.0,서울특별시 종로구 창덕궁길 29-6 (원서동) 지하,3,0,0,0,0,0,0,0,0,0,0,1,FC223288-01,100,N,0,0,0,60.8,PF314459,1,2022-06-23 19:30:00,T1952387480,2022-06-02 11:30,1,1,17500,99,기타,티켓어플 아이폰,2,카드,신용카드,0,99,기타,,17500,2,57,2022-06-23,2022-06-26,1시간 20분,연극,연극,서울,"장영은, 김연수, 박지수, 이주원, 정인지, 박성민, 박신애 등","이정엽, 주영우, 이경한 등","이바겸(주최), 이바겸(제작사)",O. 헨리,,,만 7세 이상,0,0,0,0,2022/05/30 00:00:00,2022/06/22 17:00:00,전석(25000),0,60석,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=22006732,2022,6,3,4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.010958904109589041,292
SE000201,인터파크,FC222161,민간(대학로 외),2007.0,충청북도 청주시 서원구 수곡로 34 (수곡동) 두진백로A상가 지하 상가 지하,2,0,0,0,0,0,0,0,0,0,0,0,FC222161-01,108,N,0,0,1,,PF314476,1,2022-06-23 19:30:00,T1962030470,2022-06-16 17:34,1,1,20000,99,기타,티켓어플 아이폰,2,카드,신용카드,0,99,기타,,20000,1,44,2022-06-16,2022-06-25,1시간,연극,연극,충청도,"정동박, 김세영, 강선화",류명한,"극단 새벽 (청주)(주최), 극단 새벽 (청주)(기획사)",,,,만 11세 이상,0,0,0,0,2022/05/26 00:00:00,2022/06/22 17:00:00,전석(20000),0,90석,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=22006589,2022,6,3,10,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0273972602739726,4
SE000004,플레이티켓,FC222584,민간(대학로),2007.0,서울특별시 종로구 혜화로5길 5 (명륜1가) ,0,0,0,0,0,0,0,0,0,0,0,1,FC222584-01,130,N,0,0,0,,PF314951,1,2022-06-29 19:30:00,PTD4992206141824020,2022-06-14 18:24,1,1,10000,1,웹,card,99,기타,card,20000,3,자체할인,연극인할인(현장증빙필요),30000,0,2023,2022-06-29,2022-07-10,1시간 30분,연극,연극,서울,"박정근, 이정후, 성재규, 고은지, 설재환, 김령화","변영후, 김현, 김태훈 등","창작집단 몽상공장(주관), 창작집단 몽상공장(주최)",변영후,오채민(드라마터그),,만 13세 이상,0,0,0,0,2022/06/29 00:00:00,2022/07/10 00:00:00,전석(30000),1,30,http://playticket.co.kr/nav/detail.html?idx=1795,2022,6,2,12,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.03287671232876712,12
SE000447,당진문예의전당,FC222646,공공(문예회관),2005.0,충청남도 당진시 무수동2길 25-21 (읍내동) ,2,0,0,0,0,0,1,1,1,1,1,0,FC222646-01,1001,12,1,0,1,2472,PF314759,1,2022-06-21 19:30:00,404694,2022-06-08 10:06,1,1,0,1,웹,웹,1,현금,현금,0,99,기타,,0,1,41,2022-06-21,2022-06-21,1시간 30분,클래식,성악,충청도,"이대우, 한경성, 김정미, 조중혁, 우경식 등",,"당진시립합창단(주관), 당진시(주최)",,,,만 7세 이상,0,0,0,0,2022/06/08 10:00:00,2022/06/21 23:59:00,전석무료(0),0,549,http://www.dangjinart.kr/designer/skin/play/01_view.html?p_idx=743,2022,6,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0027397260273972603,611
SE000303,네이버N예약,FC222646,공공(문예회관),2005.0,충청남도 당진시 무수동2길 25-21 (읍내동) ,2,0,0,0,0,0,1,1,1,1,1,0,FC222646-01,1001,12,1,0,1,2472,PF313527,1,2022-06-25 11:00:00,275250681_0,2022-05-18 10:09,1,1,20000,2,모바일,모바일,2,카드,카드,0,99,기타,기타,20000,2,35,2022-06-25,2022-06-25,1시간,뮤지컬,뮤지컬,충청도,,,"진엔터컴(주최), 극단 해미소(주관)",,,,24개월 이상,1,0,0,0,2022/06/25 00:00:00,2022/06/25 00:00:00,전석(30000),0,0,https://booking.naver.com/booking/12/bizes/702636,2022,6,5,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0027397260273972603,491
SE000102,티켓링크,FC222477,민간(대학로 외),2008.0,부산광역시 남구 수영로 298 (대연동) 지하 1층,2,0,0,0,0,0,0,0,0,0,1,0,FC222477-01,0,N,0,1,0,,PF301761,1,2022-06-22 19:30:00,1431849391_1,2022-06-17 11:53,1,1,35000,1,웹,티켓링크웹,4,무통장,무통장입금,0,99,기타,,35000,2,28,2022-04-28,2022-07-31,1시간 40분,연극,연극,경상도,,,"극단 바라(제작사), 극단 바라(주최), 미니티켓(기획사)",,,,만 7세 이상,0,0,0,1,2022/05/31 18:00:00,2022/06/22 19:29:00,전석(35000),0,1석,http://www.ticketlink.co.kr/product/38388,2022,6,2,95,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2602739726027397,202
